sample_id,traj_id,ens_id,year,month,day,hour,min,hour.inc,lat,lon,height,pressure,theta,airtemp,rainfall,mixdepth,relhumid,terrain_height_MSL,sunflux,natural_vegetation,agriculture,bare_areas,water_ice,urban_areas,no_data,weighting
CVAO10,1,1,7,1,19,16,0,0,16.84,-24.87,500,955.2,297.2,293.3,0,511.9,46.6,17.8,600.1,0.042649872,0.011479592,0.003268495,0.942602041,0,0,1
CVAO10,1,1,7,1,19,15,0,-1,16.909,-24.62,502,955.1,297.4,293.5,0,511.1,45.7,19.3,647.5,0.042649872,0.011479592,0.003268495,0.942602041,0,0,0.9896907216494846
CVAO10,1,1,7,1,19,14,0,-2,16.979,-24.37,500,955.1,297.5,293.6,0,498.4,44.9,20.8,501.7,0.042649872,0.011479592,0.003268495,0.942602041,0,0,0.979381443298969
CVAO10,1,1,7,1,19,13,0,-3,17.038,-24.123,489.6,956.7,297.5,293.7,0,498.2,45,20.4,355.2,0.001833546,3.18878e-4,0,0.997847577,0,0,0.9690721649484536
CVAO10,1,1,7,1,19,12,0,-4,17.089,-23.874000000000002,471.9,959.6,297.4,293.9,0,501,44.9,16.9,198.9,0,0,0,1,0,0,0.9587628865979382
CVAO10,1,1,7,1,19,11,0,-5,17.136000000000003,-23.62,456.1,962.8,297.2,294,0,485.8,44.7,11.4,125.1,0,0,0,1,0,0,0.9484536082474226
CVAO10,1,1,7,1,19,10,0,-6,17.178,-23.358,448.1,963.9,297.1,294,0,480.8,43.5,6.2,61.4,0,0,0,1,0,0,0.9381443298969072
CVAO10,1,1,7,1,19,9,0,-7,17.211000000000002,-23.089,445.4,964.5,297,294,0,485.3,41.9,1.5,6.7,0,0,0,1,0,0,0.9278350515463918
CVAO10,1,1,7,1,19,8,0,-8,17.236,-22.815,442.4,964.1,297.2,294.1,0,467.1,41,0,4.6,0,0,0,1,0,0,0.9175257731958762
CVAO10,1,1,7,1,19,7,0,-9,17.259999999999998,-22.54,437.1,964.7,297.3,294.2,0,450.2,40.7,0,2.4,0,0,0,1,0,0,0.9072164948453608
CVAO10,1,1,7,1,19,6,0,-10,17.282999999999998,-22.264,434.3,965.1,297.4,294.4,0,437.2,39.5,0,0,0,0,0,1,0,0,0.8969072164948454
CVAO10,1,1,7,1,19,5,0,-11,17.298,-21.993,433.4,964.8,297.5,294.5,0,421.4,37.8,0,0,0,0,0,1,0,0,0.8865979381443299
CVAO10,1,1,7,1,19,4,0,-12,17.305,-21.734,429,964.9,297.6,294.6,0,398.7,36.2,0,0,0,0,0,1,0,0,0.8762886597938144
CVAO10,1,1,7,1,19,3,0,-13,17.307000000000002,-21.485999999999997,416.5,966.1,297.6,294.7,0,375.9,34.9,0,0,0,0,0,1,0,0,0.865979381443299
CVAO10,1,1,7,1,19,2,0,-14,17.299,-21.239,398.6,969.1,297.5,294.9,0,360.8,32.9,0,5.1,0,0,0,1,0,0,0.8556701030927836
CVAO10,1,1,7,1,19,1,0,-15,17.27,-20.985999999999997,378.6,971.7,297.6,295.1,0,344.6,30.8,0,9.3,0,0,0,1,0,0,0.845360824742268
CVAO10,1,1,7,1,19,0,0,-16,17.218,-20.723,354.3,974.2,297.8,295.6,0,325.1,29.8,0,14,0,0,0,1,0,0,0.8350515463917526
CVAO10,1,1,7,1,18,23,0,-17,17.158,-20.453,329.6,977.1,298,296,0,312,29.6,0,20,0,0,0,1,0,0,0.8247422680412371
CVAO10,1,1,7,1,18,22,0,-18,17.095,-20.178,311.2,979,298.2,296.4,0,286.3,28.4,0,24.9,0,0,0,1,0,0,0.8144329896907216
CVAO10,1,1,7,1,18,21,0,-19,17.032,-19.904,302.7,979.9,298.6,296.8,0,259.1,26.5,0,27.5,0,0,0,1,0,0,0.8041237113402062
CVAO10,1,1,7,1,18,20,0,-20,16.976,-19.621000000000002,304.7,979.1,298.6,296.8,0,290,25.8,0,209.3,0,0,0,1,0,0,0.7938144329896908
CVAO10,1,1,7,1,18,19,0,-21,16.927,-19.321,316.8,977.5,298.7,296.7,0,297,24.2,0,381,0,0,0,1,0,0,0.7835051546391752
CVAO10,1,1,7,1,18,18,0,-22,16.873,-19.002,340.7,974.8,298.8,296.6,0,276.7,21.2,0,539.9,0,0,0,1,0,0,0.7731958762886598
CVAO10,1,1,7,1,18,17,0,-23,16.82,-18.664,368.5,970.8,299.3,296.7,0,319.4,20.1,0,569.4,0,0,0,1,0,0,0.7628865979381443
CVAO10,1,1,7,1,18,16,0,-24,16.781,-18.307000000000002,392,968,299.5,296.7,0,337.2,19.2,0,609.5,0,0,0,1,0,0,0.7525773195876289
CVAO10,1,1,7,1,18,15,0,-25,16.746,-17.927,412.5,965.2,299.7,296.7,0,329.4,17.9,0,659,0,0,0,1,0,0,0.7422680412371134
CVAO10,1,1,7,1,18,14,0,-26,16.701999999999998,-17.532,428,963.8,300.3,297.1,0,357.1,17.1,0,516,0,0,0,1,0,0,0.731958762886598
CVAO10,1,1,7,1,18,13,0,-27,16.642,-17.125,439.4,963.6,300.3,297.1,0,414.9,16.2,0,379,0,0,0,1,0,0,0.7216494845360825
CVAO10,1,1,7,1,18,12,0,-28,16.574,-16.706,452.2,962.6,299.7,296.5,0,696.3,16.3,6.2,243,0.24625318799999998,0.091597577,0.076929209,0.585220026,0,0,0.711340206185567
CVAO10,1,1,7,1,18,11,0,-29,16.514000000000003,-16.287,465.8,959.4,299.7,296.2,0,776.7,16.7,15.1,180.3,0.24625318799999998,0.091597577,0.076929209,0.585220026,0,0,0.7010309278350515
CVAO10,1,1,7,1,18,10,0,-30,16.477999999999998,-15.865000000000002,477.2,956.8,299.3,295.5,0,629.6,17.5,23.5,110.4,0.838807398,0.09909119899999999,0.025749362,0.036352041,0,0,0.6907216494845361
CVAO10,1,1,7,1,18,9,0,-31,16.457,-15.421,484.8,954.6,298.5,294.6,0,382.7,18.5,31.3,37.5,0.838807398,0.09909119899999999,0.025749362,0.036352041,0,0,0.6804123711340206
CVAO10,1,1,7,1,18,8,0,-32,16.45,-14.969000000000001,491.6,953.2,298.9,294.8,0,354.6,18.2,39.2,28.8,0.9220344389999999,0.056361607,0.021603954,0,0,0,0.6701030927835052
CVAO10,1,1,7,1,18,7,0,-33,16.457,-14.527999999999999,501.3,951.1,299.5,295.2,0,319.1,17.9,45.5,16.1,0.9220344389999999,0.056361607,0.021603954,0,0,0,0.6597938144329897
CVAO10,1,1,7,1,18,6,0,-34,16.474999999999998,-14.095,513.4,948.9,300,295.6,0,269.5,17.5,51.8,0,0.9220344389999999,0.056361607,0.021603954,0,0,0,0.6494845360824743
CVAO10,1,1,7,1,18,5,0,-35,16.497999999999998,-13.657,528.1,946.7,300.3,295.6,0,283.6,18.3,58.7,0,0.927853954,0.046635842,0.011559311,0.013950893,0,0,0.6391752577319587
CVAO10,1,1,7,1,18,4,0,-36,16.521,-13.2,547.4,944,300.5,295.6,0,304.3,19.1,66.6,0,0.927853954,0.046635842,0.011559311,0.013950893,0,0,0.6288659793814433
CVAO10,1,1,7,1,18,3,0,-37,16.543,-12.720999999999998,574.5,938.5,300.9,295.5,0,326.7,20.2,93.3,0,0.919722577,0.007971939,0.055883291,0.016422194,0,0,0.6185567010309279
CVAO10,1,1,7,1,18,2,0,-38,16.561999999999998,-12.232999999999999,618.6,930.9,301.5,295.4,0,315.9,20.4,134.1,0,0.919722577,0.007971939,0.055883291,0.016422194,0,0,0.6082474226804124
CVAO10,1,1,7,1,18,1,0,-39,16.577,-11.762,679.4,920.5,301.9,294.8,0,290.2,20.7,165,0,0.958306761,0.034040179,0.007653061,0,0,0,0.5979381443298969
CVAO10,1,1,7,1,18,0,0,-40,16.594,-11.322000000000001,742.8,911.1,302.1,294.1,0,255.3,21,185.7,0,0.958306761,0.034040179,0.007653061,0,0,0,0.5876288659793815
CVAO10,1,1,7,1,17,21,0,-43,16.665,-10.163,868.5,892.5,302.6,292.9,0,250,22.3,220.3,5,0.938376913,0.02734375,0.034279337,0,0,0,0.5567010309278351
CVAO10,1,1,7,1,17,18,0,-46,16.778,-9.276,946.5,889.9,302.6,292.7,0,261.6,22.6,195,619,0.8376913269999999,0.084024235,0.078284439,0,0,0,0.5257731958762887
CVAO10,2,1,7,1,17,23,0,-42,16.732,-10.485000000000001,879.4,892.9,302.3,292.6,0,250,22.8,216.7,1.7,0.938376913,0.02734375,0.034279337,0,0,0,0.5670103092783505
CVAO10,2,1,7,1,17,20,0,-45,16.813000000000002,-9.409,931.2,890.1,302.5,292.6,0,256,23.1,202.5,209.9,0.8376913269999999,0.084024235,0.078284439,0,0,0,0.5360824742268041
CVAO10,3,1,7,1,19,18,0,0,16.84,-24.87,500,954.7,297.3,293.4,0,481.5,44.1,17.8,516.5,0.042649872,0.011479592,0.003268495,0.942602041,0,0,1
CVAO10,3,1,7,1,19,17,0,-1,16.868,-24.630000000000003,499.1,954.8,297.5,293.6,0,480.7,43.7,18.4,563.5,0.042649872,0.011479592,0.003268495,0.942602041,0,0,0.9896907216494846
CVAO10,3,1,7,1,19,16,0,-2,16.913,-24.384999999999998,496.7,955.4,297.6,293.8,0,480.5,43.4,19.3,610.6,0.042649872,0.011479592,0.003268495,0.942602041,0,0,0.979381443298969
CVAO10,3,1,7,1,19,15,0,-3,16.971999999999998,-24.135,495.5,955.8,297.8,293.9,0,480,42.5,20.6,657.1,0.042649872,0.011479592,0.003268495,0.942602041,0,0,0.9690721649484536
CVAO10,3,1,7,1,19,14,0,-4,17.034000000000002,-23.881999999999998,492.6,956.4,297.8,294,0,475.9,41.6,18.1,505.4,0,0,0,1,0,0,0.9587628865979382
CVAO10,3,1,7,1,19,13,0,-5,17.087,-23.631000000000004,485.2,958.4,297.8,294.2,0,473.2,40.6,12.2,341.6,0,0,0,1,0,0,0.9484536082474226
CVAO10,3,1,7,1,19,12,0,-6,17.137000000000004,-23.376,474.2,960.6,297.7,294.3,0,470.6,39.1,6.9,169.5,0,0,0,1,0,0,0.9381443298969072
CVAO10,3,1,7,1,19,11,0,-7,17.183,-23.113000000000003,464.7,962.7,297.6,294.3,0,465.1,38.3,2,107,0,0,0,1,0,0,0.9278350515463918
CVAO10,3,1,7,1,19,10,0,-8,17.221999999999998,-22.842,459.4,963,297.5,294.3,0,467.4,37.9,0,54.5,0,0,0,1,0,0,0.9175257731958762
CVAO10,3,1,7,1,19,9,0,-9,17.254,-22.559,453.9,963.3,297.6,294.4,0,468.4,37.8,0,7,0,0,0,1,0,0,0.9072164948453608
CVAO10,3,1,7,1,19,8,0,-10,17.284,-22.267999999999997,447.6,963.8,297.7,294.6,0,450.4,37.1,0,4.8,0,0,0,1,0,0,0.8969072164948454
CVAO10,3,1,7,1,19,7,0,-11,17.313000000000002,-21.976,443.8,964.3,297.8,294.7,0,436.2,35.8,0,2.5,0,0,0,1,0,0,0.8865979381443299
CVAO10,3,1,7,1,19,6,0,-12,17.342,-21.687,447.8,963.9,297.9,294.8,0,419.2,33.7,0,0,0,0,0,1,0,0,0.8762886597938144
CVAO10,3,1,7,1,19,5,0,-13,17.366,-21.409,453.3,962.2,298.2,294.9,0,396.7,31.1,0,0,0,0,0,1,0,0,0.865979381443299
CVAO10,3,1,7,1,19,4,0,-14,17.381999999999998,-21.142,449.4,962.3,298.2,295,0,373.2,29.1,0,0,0,0,0,1,0,0,0.8556701030927836
CVAO10,3,1,7,1,19,3,0,-15,17.395,-20.88,430.8,964,298.2,295.1,0,353.2,28.3,0,0,0,0,0,1,0,0,0.845360824742268
CVAO10,3,1,7,1,19,2,0,-16,17.403,-20.612000000000002,401.7,968.6,298.2,295.5,0,341,28.3,0,4.7,0,0,0,1,0,0,0.8350515463917526
CVAO10,3,1,7,1,19,1,0,-17,17.399,-20.329,368.2,972.7,298.4,296,0,318.7,27.3,0,9.3,0,0,0,1,0,0,0.8247422680412371
CVAO10,3,1,7,1,19,0,0,-18,17.381999999999998,-20.036,331,976.8,298.5,296.5,0,286,25.8,0,14,0,0,0,1,0,0,0.8144329896907216
CVAO10,3,1,7,1,18,23,0,-19,17.365,-19.74,299.5,980.9,298.6,296.9,0,284.1,26.1,0,17.2,0,0,0,1,0,0,0.8041237113402062
CVAO10,3,1,7,1,18,22,0,-20,17.36,-19.447,282.3,982.7,298.9,297.4,0,274.3,24.7,0,19.3,0,0,0,1,0,0,0.7938144329896908
CVAO10,3,1,7,1,18,21,0,-21,17.37,-19.163,280.4,982.7,299.4,297.9,0,253.4,22.1,0,20.6,0,0,0,1,0,0,0.7835051546391752
CVAO10,3,1,7,1,18,20,0,-22,17.381999999999998,-18.876,291,980.7,299.5,297.8,0,262.7,20.6,1,190.6,0,0,0,1,0,0,0.7731958762886598
CVAO10,3,1,7,1,18,19,0,-23,17.387,-18.573,310.9,978,299.7,297.8,0,266.8,19.4,3.5,350.8,0,0,0,1,0,0,0.7628865979381443
CVAO10,3,1,7,1,18,18,0,-24,17.381,-18.261999999999997,341.9,974.3,300.2,298,0,261.1,17.5,6,500.3,0,0,0,1,0,0,0.7525773195876289
CVAO10,3,1,7,1,18,17,0,-25,17.368,-17.93,379.5,969.5,300.6,297.9,0,289.7,15.9,7.3,535.7,0,0,0,1,0,0,0.7422680412371134
CVAO10,3,1,7,1,18,16,0,-26,17.356,-17.577,413.5,965.1,300.9,297.9,0,308.2,15.6,4.4,574.8,0,0,0,1,0,0,0.731958762886598
CVAO10,3,1,7,1,18,15,0,-27,17.339000000000002,-17.213,441.6,961.8,301.4,298.1,0,303.4,15.2,1.5,614.6,0,0,0,1,0,0,0.7216494845360825
CVAO10,3,1,7,1,18,14,0,-28,17.314000000000004,-16.838,465.6,959.7,301.3,297.7,0,625.1,15,3.4,488.3,0.044802296,0,0.055245536,0.899952168,0,0,0.711340206185567
CVAO10,3,1,7,1,18,13,0,-29,17.277,-16.456,486.5,957.4,300.8,297,0,1061.9,15.6,11.5,376.2,0.044802296,0,0.055245536,0.899952168,0,0,0.7010309278350515
CVAO10,3,1,7,1,18,12,0,-30,17.237000000000002,-16.07,507.5,955.5,300,296.1,0,1088.9,16.6,19.7,243.3,0.044802296,0,0.055245536,0.899952168,0,0,0.6907216494845361
CVAO10,3,1,7,1,18,11,0,-31,17.204,-15.675,527.3,952.3,299.6,295.5,0,887,17.5,21.2,178,0.34239477,0,0.65760523,0,0,0,0.6804123711340206
CVAO10,3,1,7,1,18,10,0,-32,17.18,-15.258,541.9,950.4,299.1,294.8,0,649.4,18.3,21.2,108.4,0.34239477,0,0.65760523,0,0,0,0.6701030927835052
CVAO10,3,1,7,1,18,9,0,-33,17.154000000000003,-14.803,552.4,948.2,298.6,294.1,0,431.1,19.2,28.5,36.7,0.402503188,0.001036352,0.596460459,0,0,0,0.6597938144329897
CVAO10,3,1,7,1,18,8,0,-34,17.127000000000002,-14.328,559.2,945.4,299.2,294.4,0,391.4,19,45.4,28.9,0.402503188,0.001036352,0.596460459,0,0,0,0.6494845360824743
CVAO10,3,1,7,1,18,7,0,-35,17.105,-13.860000000000001,566.9,943.1,299.7,294.7,0,352.9,18.6,61,16.2,0.312978317,7.17474e-4,0.686304209,0,0,0,0.6391752577319587
CVAO10,3,1,7,1,18,6,0,-36,17.091,-13.393,586.3,940.1,300.2,294.9,0,311.5,18,75.6,0,0.312978317,7.17474e-4,0.686304209,0,0,0,0.6288659793814433
CVAO10,3,1,7,1,18,5,0,-37,17.078,-12.91,620.6,934.1,300.7,294.9,0,331.7,18.8,97,0,0.540497449,0,0.45838648,0.001116071,0,0,0.6185567010309279
CVAO10,3,1,7,1,18,4,0,-38,17.058,-12.412,668.4,923.7,301.2,294.5,0,360.1,20.3,146.7,0,0.540497449,0,0.45838648,0.001116071,0,0,0.6082474226804124
CVAO10,3,1,7,1,18,3,0,-39,17.029,-11.921,728.9,912.3,301.5,293.7,0,362.7,22.1,187.4,0,0.609056122,0,0.390943878,0,0,0,0.5979381443298969
CVAO10,3,1,7,1,18,2,0,-40,16.999,-11.450000000000001,791.4,904,301.6,293,0,318.7,22.6,198.7,0,0.958306761,0.034040179,0.007653061,0,0,0,0.5876288659793815
CVAO10,3,1,7,1,18,1,0,-41,16.977,-11.004,846.2,897.3,301.7,292.5,0,277.6,23.1,212.3,0,0.958306761,0.034040179,0.007653061,0,0,0,0.5773195876288659
CVAO10,3,1,7,1,18,0,0,-42,16.962999999999997,-10.579,888.1,891.8,301.9,292.1,0,250,23.6,225,0,0.938376913,0.02734375,0.034279337,0,0,0,0.5670103092783505
CVAO10,3,1,7,1,17,23,0,-43,16.958,-10.177999999999999,912.9,887.7,302,291.9,0,250,24.1,237.1,1.7,0.938376913,0.02734375,0.034279337,0,0,0,0.5567010309278351
CVAO10,3,1,7,1,17,19,0,-47,17.079,-8.786,966.8,887.9,302.3,292.2,0,253.2,23.9,193.1,408.8,0.033561862,0,0.966438138,0,0,0,0.5154639175257731
CVAO10,4,1,7,1,17,22,0,-45,17.223,-9.481,922,889.4,301.9,291.9,0,253.3,24.4,215.9,3.3,0.035714286,0,0.964285714,0,0,0,0.5360824742268041
CVAO10,4,1,7,1,17,19,0,-48,17.344,-8.427999999999999,951.7,886.7,302.1,291.9,0,266.6,24.4,221.5,401.3,0.033561862,0,0.966438138,0,0,0,0.5051546391752577
CVAO10,5,1,7,1,19,20,0,0,16.84,-24.87,500,955.5,297.7,293.8,0,434.5,41.7,17.8,201.6,0.042649872,0.011479592,0.003268495,0.942602041,0,0,1
CVAO10,5,1,7,1,19,19,0,-1,16.858,-24.647000000000002,501.3,954.6,297.7,293.8,0,442.7,41.4,18.2,361,0.042649872,0.011479592,0.003268495,0.942602041,0,0,0.9896907216494846
CVAO10,5,1,7,1,19,18,0,-2,16.872,-24.417,496.1,954.6,297.8,293.8,0,450.8,41.4,18.5,528.5,0.042649872,0.011479592,0.003268495,0.942602041,0,0,0.979381443298969
CVAO10,5,1,7,1,19,17,0,-3,16.893,-24.18,487,956.2,297.8,294,0,451.1,41.7,18.9,575.1,0.042649872,0.011479592,0.003268495,0.942602041,0,0,0.9690721649484536
CVAO10,5,1,7,1,19,16,0,-4,16.932,-23.938,479.5,957.6,297.9,294.2,0,451.6,41.4,18.5,618.9,0,0,0,1,0,0,0.9587628865979382
CVAO10,5,1,7,1,19,15,0,-5,16.987999999999996,-23.689,479.2,958.8,298,294.4,0,451.4,40.3,14.4,657.4,0,0,0,1,0,0,0.9484536082474226
CVAO10,5,1,7,1,19,14,0,-6,17.047,-23.439,482.8,958.6,298.1,294.5,0,448.2,38.2,8.9,494,0,0,0,1,0,0,0.9381443298969072
CVAO10,5,1,7,1,19,13,0,-7,17.1,-23.187,483,959.6,298.1,294.6,0,445.6,36.2,3.6,322.7,0,0,0,1,0,0,0.9278350515463918
CVAO10,5,1,7,1,19,12,0,-8,17.149,-22.929,478.4,960.8,298,294.6,0,444.7,34.3,0,145.3,0,0,0,1,0,0,0.9175257731958762
CVAO10,5,1,7,1,19,11,0,-9,17.192,-22.659000000000002,470.2,961.8,298,294.6,0,448.7,35.5,0,96.9,0,0,0,1,0,0,0.9072164948453608
CVAO10,5,1,7,1,19,10,0,-10,17.227999999999998,-22.378,461,962.6,297.9,294.7,0,450.4,35.8,0,50.7,0,0,0,1,0,0,0.8969072164948454
CVAO10,5,1,7,1,19,9,0,-11,17.264,-22.08,450.5,963.6,298,294.8,0,449.2,35.3,0,7.1,0,0,0,1,0,0,0.8865979381443299
CVAO10,5,1,7,1,19,8,0,-12,17.302,-21.772,442.3,964.8,298,295,0,438.1,34.7,0,4.6,0,0,0,1,0,0,0.8762886597938144
CVAO10,5,1,7,1,19,7,0,-13,17.341,-21.464999999999996,442.2,964.9,298.1,295.1,0,421.9,32.7,0,2.1,0,0,0,1,0,0,0.865979381443299
CVAO10,5,1,7,1,19,6,0,-14,17.384,-21.17,453.4,963.6,298.3,295.2,0,399.7,29.3,0,0,0,0,0,1,0,0,0.8556701030927836
CVAO10,5,1,7,1,19,5,0,-15,17.421999999999997,-20.884999999999998,463.2,960.7,298.7,295.3,0,379.1,26.8,0,0,0,0,0,1,0,0,0.845360824742268
CVAO10,5,1,7,1,19,4,0,-16,17.451,-20.603,453.4,961.2,298.8,295.4,0,364,26.8,0,0,0,0,0,1,0,0,0.8350515463917526
CVAO10,5,1,7,1,19,3,0,-17,17.487999999999996,-20.314000000000004,421.7,964.8,298.7,295.6,0,355,27.7,0,0,0,0,0,1,0,0,0.8247422680412371
CVAO10,5,1,7,1,19,2,0,-18,17.532,-20.014000000000003,379.2,971.4,298.6,296.2,0,334.5,27.4,0,4.7,0,0,0,1,0,0,0.8144329896907216
CVAO10,5,1,7,1,19,1,0,-19,17.57,-19.701999999999998,336.6,976.2,298.8,296.8,0,322.4,25.6,0,8.6,0,0,0,1,0,0,0.8041237113402062
CVAO10,5,1,7,1,19,0,0,-20,17.606,-19.377000000000002,296.8,981,299,297.4,0,313.4,23.7,0,12,0,0,0,1,0,0,0.7938144329896908
CVAO10,5,1,7,1,18,23,0,-21,17.652,-19.051000000000002,267.2,984.9,299.1,297.8,0,302.8,22.9,0,15.5,0,0,0,1,0,0,0.7835051546391752
CVAO10,5,1,7,1,18,22,0,-22,17.711000000000002,-18.736,254.7,985.8,299.5,298.3,0,278.5,21.3,4,18.2,0,0,0,1,0,0,0.7731958762886598
CVAO10,5,1,7,1,18,21,0,-23,17.782999999999998,-18.437,259.3,984.3,300.3,298.9,0,254,18.7,9.4,21,0,0,0,1,0,0,0.7628865979381443
CVAO10,5,1,7,1,18,20,0,-24,17.853,-18.139000000000003,277.2,981,300.6,298.9,0,257.1,17.1,15.6,183.4,0,0,0,1,0,0,0.7525773195876289
CVAO10,5,1,7,1,18,19,0,-25,17.901,-17.834000000000003,305.9,977.6,300.9,298.9,0,255.9,15.4,15.9,339.8,0,0,0,1,0,0,0.7422680412371134
CVAO10,5,1,7,1,18,18,0,-26,17.921999999999997,-17.534000000000002,343.9,973.8,301.5,299.2,0,250,13.6,10.4,485.7,0,0,0,1,0,0,0.731958762886598
CVAO10,5,1,7,1,18,17,0,-27,17.929,-17.226,384.4,969.6,301.7,299.1,0,286.5,13.2,4.4,514,0,0,0,1,0,0,0.7216494845360825
CVAO10,5,1,7,1,18,16,0,-28,17.937,-16.901,421.6,965,301.8,298.8,0,418.3,13.7,2.1,550.1,0.044802296,0,0.055245536,0.899952168,0,0,0.711340206185567
CVAO10,5,1,7,1,18,15,0,-29,17.938,-16.569,453.8,960,301.9,298.4,0,908.8,14.4,9.1,603.3,0.044802296,0,0.055245536,0.899952168,0,0,0.7010309278350515
CVAO10,5,1,7,1,18,14,0,-30,17.929,-16.234,481.3,957.1,301.4,297.6,0,1191.7,15,16.2,479.2,0.044802296,0,0.055245536,0.899952168,0,0,0.6907216494845361
CVAO10,5,1,7,1,18,13,0,-31,17.917,-15.893,506.5,954.8,300.5,296.5,0,1216.2,16.2,21.2,360.5,0.34239477,0,0.65760523,0,0,0,0.6804123711340206
CVAO10,5,1,7,1,18,12,0,-32,17.904,-15.539,528.3,953.2,299.1,295.1,0,982.4,18,21.2,238.1,0.34239477,0,0.65760523,0,0,0,0.6701030927835052
CVAO10,5,1,7,1,18,11,0,-33,17.895,-15.163,545.3,951.1,298.6,294.3,0,804.1,19.1,21.2,177.4,0.34239477,0,0.65760523,0,0,0,0.6597938144329897
CVAO10,5,1,7,1,18,10,0,-34,17.883,-14.747999999999998,559,947.7,298.2,293.7,0,627.2,20,36.4,108.6,0.402503188,0.001036352,0.596460459,0,0,0,0.6494845360824743
CVAO10,5,1,7,1,18,9,0,-35,17.853,-14.280999999999999,569.3,943,298.2,293.2,0,451.5,20.8,63.8,35.7,0.402503188,0.001036352,0.596460459,0,0,0,0.6391752577319587
CVAO10,5,1,7,1,18,8,0,-36,17.811000000000003,-13.790999999999999,577.2,939.8,298.8,293.5,0,420.9,20.4,85.9,26.5,0.312978317,7.17474e-4,0.686304209,0,0,0,0.6288659793814433
CVAO10,5,1,7,1,18,7,0,-37,17.773,-13.302000000000001,592.2,937.2,299.3,293.8,0,388.4,19.8,100.3,15.4,0.312978317,7.17474e-4,0.686304209,0,0,0,0.6185567010309279
CVAO10,5,1,7,1,18,6,0,-38,17.735,-12.812000000000001,622,930.1,300.2,294,0,357.2,19.4,140.1,0,0.540497449,0,0.45838648,0.001116071,0,0,0.6082474226804124
CVAO10,5,1,7,1,18,5,0,-39,17.686,-12.322000000000001,669.2,916.8,300.9,293.5,0,382.1,20.7,216.9,0,0.540497449,0,0.45838648,0.001116071,0,0,0.5979381443298969
CVAO10,5,1,7,1,18,4,0,-40,17.627000000000002,-11.843,730.9,904.5,301.2,292.6,0,385.1,22.5,263.3,0,0.609056122,0,0.390943878,0,0,0,0.5876288659793815
CVAO10,5,1,7,1,18,3,0,-41,17.564,-11.370000000000001,794.2,897,301.1,291.9,0,350.9,24.6,262.2,0,0.609056122,0,0.390943878,0,0,0,0.5773195876288659
CVAO10,5,1,7,1,18,2,0,-42,17.51,-10.903,847.4,892.2,301.2,291.5,0,304.4,25,258.9,0,0.25510204000000003,0,0.744897959,0,0,0,0.5670103092783505
CVAO10,5,1,7,1,18,1,0,-43,17.47,-10.452000000000002,885.3,890.1,301.3,291.4,0,279.1,25.1,242.9,0,0.25510204000000003,0,0.744897959,0,0,0,0.5567010309278351
CVAO10,5,1,7,1,18,0,0,-44,17.447,-10.014,904.6,890,301.4,291.5,0,262.1,25.2,231.2,0,0.25510204000000003,0,0.744897959,0,0,0,0.5463917525773196
CVAO10,5,1,7,1,17,20,0,-48,17.537000000000003,-8.427,928.6,887.9,301.9,291.8,0,263,24.6,233.9,201.1,0.033561862,0,0.966438138,0,0,0,0.5051546391752577
CVAO10,5,1,7,1,17,17,0,-51,17.66,-7.521,981.9,877,301.9,290.8,0,813.4,25.8,276,648.2,0.156409439,0,0.843590561,0,0,0,0.4742268041237113
CVAO10,6,1,7,1,19,21,0,0,16.84,-24.87,500,955.9,297.8,294,0,411,40.5,17.8,43.2,0.042649872,0.011479592,0.003268495,0.942602041,0,0,1
CVAO10,6,1,7,1,19,20,0,-1,16.858,-24.657000000000004,503.5,954.8,297.9,294,0,419.9,40.3,18.2,200.1,0.042649872,0.011479592,0.003268495,0.942602041,0,0,0.9896907216494846
CVAO10,6,1,7,1,19,19,0,-2,16.87,-24.438,501.5,954.5,297.9,294,0,428.7,40.3,18.5,364.6,0.042649872,0.011479592,0.003268495,0.942602041,0,0,0.979381443298969
CVAO10,6,1,7,1,19,18,0,-3,16.881,-24.211000000000002,492.4,955,297.9,294,0,437,40.4,18.7,534.6,0.042649872,0.011479592,0.003268495,0.942602041,0,0,0.9690721649484536
CVAO10,6,1,7,1,19,17,0,-4,16.9,-23.976,479.8,957.2,298,294.3,0,437.7,40.8,18.6,579.7,0,0,0,1,0,0,0.9587628865979382
CVAO10,6,1,7,1,19,16,0,-5,16.936,-23.735,472.7,959.1,298,294.4,0,438.2,40.5,14.6,618.2,0,0,0,1,0,0,0.9484536082474226
CVAO10,6,1,7,1,19,15,0,-6,16.99,-23.487999999999996,475.8,959.7,298.1,294.6,0,438.5,38.9,10.2,656,0,0,0,1,0,0,0.9381443298969072
CVAO10,6,1,7,1,19,14,0,-7,17.048,-23.24,483.1,959,298.2,294.6,0,435.7,36.4,4.9,488.9,0,0,0,1,0,0,0.9278350515463918
CVAO10,6,1,7,1,19,13,0,-8,17.099,-22.988999999999997,486.8,959.5,298.2,294.7,0,433.3,34,0,313.8,0,0,0,1,0,0,0.9175257731958762
CVAO10,6,1,7,1,19,12,0,-9,17.145,-22.73,482.6,960,298.2,294.7,0,438.2,33.6,0,139.2,0,0,0,1,0,0,0.9072164948453608
CVAO10,6,1,7,1,19,11,0,-10,17.184,-22.458,472.3,961.5,298.1,294.8,0,441.6,34.8,0,92.6,0,0,0,1,0,0,0.8969072164948454
